CustomerID,CustomerName,Email,Phone,Gender,Age,RiskBand,RegionID
200042,Cust_00042,user42@masked.com,+XXX-XXX-1042,F,52,E,6109
200043,Cust_00043,user43@masked.com,+XXX-XXX-1043,M,41,A,6059
200044,Cust_00044,user44@masked.com,+XXX-XXX-1044,M,48,A,6128
200045,Cust_00045,user45@masked.com,+XXX-XXX-1045,F,48,B,6110
200046,Cust_00046,user46@masked.com,+XXX-XXX-1046,M,66,D,6150
200047,Cust_00047,user47@masked.com,+XXX-XXX-1047,F,33,A,6200
200048,Cust_00048,user48@masked.com,+XXX-XXX-1048,M,57,B,6165
200049,Cust_00049,user49@masked.com,+XXX-XXX-1049,F,62,B,6141
200050,Cust_00050,user50@masked.com,+XXX-XXX-1050,M,36,C,6125
200051,Cust_00051,user51@masked.com,+XXX-XXX-1051,M,27,E,6180
200052,Cust_00052,user52@masked.com,+XXX-XXX-1052,F,60,A,6165
200053,Cust_00053,user53@masked.com,+XXX-XXX-1053,F,35,B,6155
200054,Cust_00054,user54@masked.com,+XXX-XXX-1054,M,59,B,6190
200055,Cust_00055,user55@masked.com,+XXX-XXX-1055,M,63,B,6065
200056,Cust_00056,user56@masked.com,+XXX-XXX-1056,M,67,D,6010
200057,Cust_00057,user57@masked.com,+XXX-XXX-1057,F,24,D,6045
200058,Cust_00058,user58@masked.com,+XXX-XXX-1058,F,56,A,6043
200059,Cust_00059,user59@masked.com,+XXX-XXX-1059,F,40,C,6079
200060,Cust_00060,user60@masked.com,+XXX-XXX-1060,F,42,B,6010
200061,Cust_00061,user61@masked.com,+XXX-XXX-1061,F,21,D,6170
200062,Cust_00062,user62@masked.com,+XXX-XXX-1062,M,29,D,6092
200063,Cust_00063,user63@masked.com,+XXX-XXX-1063,M,56,A,6028
200064,Cust_00064,user64@masked.com,+XXX-XXX-1064,F,78,C,6174
200065,Cust_00065,user65@masked.com,+XXX-XXX-1065,M,31,E,6175
200066,Cust_00066,user66@masked.com,+XXX-XXX-1066,F,65,D,6165
200067,Cust_00067,user67@masked.com,+XXX-XXX-1067,F,21,C,6046
200068,Cust_00068,user68@masked.com,+XXX-XXX-1068,F,39,A,6012
200069,Cust_00069,user69@masked.com,+XXX-XXX-1069,M,52,B,6203
200070,Cust_00070,user70@masked.com,+XXX-XXX-1070,F,25,A,6020
200071,Cust_00071,user71@masked.com,+XXX-XXX-1071,M,26,A,6010
200072,Cust_00072,user72@masked.com,+XXX-XXX-1072,M,26,A,6096
200073,Cust_00073,user73@masked.com,+XXX-XXX-1073,M,67,B,6051
200074,Cust_00074,user74@masked.com,+XXX-XXX-1074,F,21,B,6177
200075,Cust_00075,user75@masked.com,+XXX-XXX-1075,M,61,C,6021
200076,Cust_00076,user76@masked.com,+XXX-XXX-1076,M,24,B,6117
200077,Cust_00077,user77@masked.com,+XXX-XXX-1077,M,68,B,6022
200078,Cust_00078,user78@masked.com,+XXX-XXX-1078,M,29,B,6187
200079,Cust_00079,user79@masked.com,+XXX-XXX-1079,M,74,D,6034
200080,Cust_00080,user80@masked.com,+XXX-XXX-1080,M,61,D,6193
200081,Cust_00081,user81@masked.com,+XXX-XXX-1081,M,58,A,6013
200082,Cust_00082,user82@masked.com,+XXX-XXX-1082,M,32,D,6007
200083,Cust_00083,user83@masked.com,+XXX-XXX-1083,F,53,B,6163
200084,Cust_00084,user84@masked.com,+XXX-XXX-1084,F,56,B,6166
200085,Cust_00085,user85@masked.com,+XXX-XXX-1085,F,44,B,6166
200086,Cust_00086,user86@masked.com,+XXX-XXX-1086,M,51,D,6169
200087,Cust_00087,user87@masked.com,+XXX-XXX-1087,F,43,A,6182
200088,Cust_00088,user88@masked.com,+XXX-XXX-1088,F,21,C,6201
200089,Cust_00089,user89@masked.com,+XXX-XXX-1089,F,31,B,6067
200090,Cust_00090,user90@masked.com,+XXX-XXX-1090,F,50,D,6084
200091,Cust_00091,user91@masked.com,+XXX-XXX-1091,F,78,A,6102
200092,Cust_00092,user92@masked.com,+XXX-XXX-1092,M,39,B,6192
200093,Cust_00093,user93@masked.com,+XXX-XXX-1093,F,56,A,6189
200094,Cust_00094,user94@masked.com,+XXX-XXX-1094,M,37,B,6110
200095,Cust_00095,user95@masked.com,+XXX-XXX-1095,M,53,C,6147
200096,Cust_00096,user96@masked.com,+XXX-XXX-1096,F,48,A,6023
200097,Cust_00097,user97@masked.com,+XXX-XXX-1097,F,36,D,6181
200098,Cust_00098,user98@masked.com,+XXX-XXX-1098,M,50,C,6210
200099,Cust_00099,user99@masked.com,+XXX-XXX-1099,F,67,D,6090
200100,Cust_00100,user100@masked.com,+XXX-XXX-1100,M,71,D,6004
200101,Cust_00101,user101@masked.com,+XXX-XXX-1101,M,27,B,6060
200102,Cust_00102,user102@masked.com,+XXX-XXX-1102,F,58,A,6021
200103,Cust_00103,user103@masked.com,+XXX-XXX-1103,M,32,C,6029
200104,Cust_00104,user104@masked.com,+XXX-XXX-1104,F,62,B,6018
200105,Cust_00105,user105@masked.com,+XXX-XXX-1105,F,75,A,6147
200106,Cust_00106,user106@masked.com,+XXX-XXX-1106,F,72,D,6174
200107,Cust_00107,user107@masked.com,+XXX-XXX-1107,F,45,E,6201
200108,Cust_00108,user108@masked.com,+XXX-XXX-1108,M,18,A,6082
200109,Cust_00109,user109@masked.com,+XXX-XXX-1109,M,27,C,6001
200110,Cust_00110,user110@masked.com,+XXX-XXX-1110,M,45,B,6174
200111,Cust_00111,user111@masked.com,+XXX-XXX-1111,M,65,D,6189
200112,Cust_00112,user112@masked.com,+XXX-XXX-1112,F,58,A,6169
200113,Cust_00113,user113@masked.com,+XXX-XXX-1113,F,36,C,6115
200114,Cust_00114,user114@masked.com,+XXX-XXX-1114,F,25,E,6053
200115,Cust_00115,user115@masked.com,+XXX-XXX-1115,F,26,A,6054
200116,Cust_00116,user116@masked.com,+XXX-XXX-1116,M,50,B,6204
200117,Cust_00117,user117@masked.com,+XXX-XXX-1117,M,21,B,6034
200118,Cust_00118,user118@masked.com,+XXX-XXX-1118,F,64,C,6014
200119,Cust_00119,user119@masked.com,+XXX-XXX-1119,M,52,C,6183
200120,Cust_00120,user120@masked.com,+XXX-XXX-1120,M,58,B,6058
200121,Cust_00121,user121@masked.com,+XXX-XXX-1121,F,78,A,6065
200122,Cust_00122,user122@masked.com,+XXX-XXX-1122,M,19,A,6018
200123,Cust_00123,user123@masked.com,+XXX-XXX-1123,F,41,B,6000
200124,Cust_00124,user124@masked.com,+XXX-XXX-1124,F,32,D,6167
200125,Cust_00125,user125@masked.com,+XXX-XXX-1125,M,54,B,6130
200126,Cust_00126,user126@masked.com,+XXX-XXX-1126,F,28,D,6035
200127,Cust_00127,user127@masked.com,+XXX-XXX-1127,F,31,C,6042
200128,Cust_00128,user128@masked.com,+XXX-XXX-1128,F,25,C,6038
200129,Cust_00129,user129@masked.com,+XXX-XXX-1129,M,70,C,6085
200130,Cust_00130,user130@masked.com,+XXX-XXX-1130,M,73,D,6140
200131,Cust_00131,user131@masked.com,+XXX-XXX-1131,F,32,A,6171
200132,Cust_00132,user132@masked.com,+XXX-XXX-1132,F,26,D,6101
200133,Cust_00133,user133@masked.com,+XXX-XXX-1133,M,30,A,6190
200134,Cust_00134,user134@masked.com,+XXX-XXX-1134,M,44,C,6005
200135,Cust_00135,user135@masked.com,+XXX-XXX-1135,F,40,C,6076
200136,Cust_00136,user136@masked.com,+XXX-XXX-1136,F,52,D,6152
200137,Cust_00137,user137@masked.com,+XXX-XXX-1137,M,28,A,6034
200138,Cust_00138,user138@masked.com,+XXX-XXX-1138,F,37,C,6177
200139,Cust_00139,user139@masked.com,+XXX-XXX-1139,F,41,D,6105
200140,Cust_00140,user140@masked.com,+XXX-XXX-1140,F,51,C,6126
200141,Cust_00141,user141@masked.com,+XXX-XXX-1141,M,65,C,6018
200142,Cust_00142,user142@masked.com,+XXX-XXX-1142,M,71,D,6134
200143,Cust_00143,user143@masked.com,+XXX-XXX-1143,M,57,C,6149
200144,Cust_00144,user144@masked.com,+XXX-XXX-1144,F,57,A,6076
200145,Cust_00145,user145@masked.com,+XXX-XXX-1145,M,57,B,6123
200146,Cust_00146,user146@masked.com,+XXX-XXX-1146,M,25,C,6150
200147,Cust_00147,user147@masked.com,+XXX-XXX-1147,M,33,C,6148
200148,Cust_00148,user148@masked.com,+XXX-XXX-1148,M,54,C,6096
200149,Cust_00149,user149@masked.com,+XXX-XXX-1149,M,46,B,6029
200150,Cust_00150,user150@masked.com,+XXX-XXX-1150,M,21,B,6145
200151,Cust_00151,user151@masked.com,+XXX-XXX-1151,F,71,B,6060
200152,Cust_00152,user152@masked.com,+XXX-XXX-1152,F,19,A,6163
200153,Cust_00153,user153@masked.com,+XXX-XXX-1153,M,27,B,6211
200154,Cust_00154,user154@masked.com,+XXX-XXX-1154,M,33,D,6087
200155,Cust_00155,user155@masked.com,+XXX-XXX-1155,M,57,C,6186
200156,Cust_00156,user156@masked.com,+XXX-XXX-1156,F,53,A,6077
200157,Cust_00157,user157@masked.com,+XXX-XXX-1157,F,30,D,6184
200158,Cust_00158,user158@masked.com,+XXX-XXX-1158,O,37,A,6212
200159,Cust_00159,user159@masked.com,+XXX-XXX-1159,M,63,B,6084
200160,Cust_00160,user160@masked.com,+XXX-XXX-1160,M,64,C,6145
200161,Cust_00161,user161@masked.com,+XXX-XXX-1161,F,52,B,6085
200162,Cust_00162,user162@masked.com,+XXX-XXX-1162,F,40,C,6001
200163,Cust_00163,user163@masked.com,+XXX-XXX-1163,M,74,A,6006
200164,Cust_00164,user164@masked.com,+XXX-XXX-1164,F,77,D,6143
200165,Cust_00165,user165@masked.com,+XXX-XXX-1165,F,29,E,6176
200166,Cust_00166,user166@masked.com,+XXX-XXX-1166,F,50,E,6044
200167,Cust_00167,user167@masked.com,+XXX-XXX-1167,F,71,B,6198
200168,Cust_00168,user168@masked.com,+XXX-XXX-1168,M,54,D,6164
200169,Cust_00169,user169@masked.com,+XXX-XXX-1169,M,37,D,6210
200170,Cust_00170,user170@masked.com,+XXX-XXX-1170,M,68,A,6006
200171,Cust_00171,user171@masked.com,+XXX-XXX-1171,M,68,B,6063
200172,Cust_00172,user172@masked.com,+XXX-XXX-1172,F,78,C,6122
200173,Cust_00173,user173@masked.com,+XXX-XXX-1173,M,53,A,6209
200174,Cust_00174,user174@masked.com,+XXX-XXX-1174,F,52,E,6203
200175,Cust_00175,user175@masked.com,+XXX-XXX-1175,M,22,B,6075
200176,Cust_00176,user176@masked.com,+XXX-XXX-1176,M,49,D,6184
200177,Cust_00177,user177@masked.com,+XXX-XXX-1177,M,71,B,6182
200178,Cust_00178,user178@masked.com,+XXX-XXX-1178,M,45,A,6018
200179,Cust_00179,user179@masked.com,+XXX-XXX-1179,F,49,B,6046
200180,Cust_00180,user180@masked.com,+XXX-XXX-1180,F,53,C,6206
200181,Cust_00181,user181@masked.com,+XXX-XXX-1181,M,79,C,6171
200182,Cust_00182,user182@masked.com,+XXX-XXX-1182,F,32,A,6020
200183,Cust_00183,user183@masked.com,+XXX-XXX-1183,M,52,B,6047
200184,Cust_00184,user184@masked.com,+XXX-XXX-1184,M,31,A,6152
200185,Cust_00185,user185@masked.com,+XXX-XXX-1185,M,27,B,6174
200186,Cust_00186,user186@masked.com,+XXX-XXX-1186,M,76,B,6063
200187,Cust_00187,user187@masked.com,+XXX-XXX-1187,M,60,D,6124
200188,Cust_00188,user188@masked.com,+XXX-XXX-1188,F,21,C,6010
200189,Cust_00189,user189@masked.com,+XXX-XXX-1189,F,78,A,6124
200190,Cust_00190,user190@masked.com,+XXX-XXX-1190,M,44,C,6178
200191,Cust_00191,user191@masked.com,+XXX-XXX-1191,M,39,A,6066
200192,Cust_00192,user192@masked.com,+XXX-XXX-1192,M,20,C,6088
200193,Cust_00193,user193@masked.com,+XXX-XXX-1193,M,39,D,6084
200194,Cust_00194,user194@masked.com,+XXX-XXX-1194,M,63,C,6171
200195,Cust_00195,user195@masked.com,+XXX-XXX-1195,F,47,B,6087
200196,Cust_00196,user196@masked.com,+XXX-XXX-1196,F,35,C,6080
200197,Cust_00197,user197@masked.com,+XXX-XXX-1197,M,43,C,6015
200198,Cust_00198,user198@masked.com,+XXX-XXX-1198,F,25,A,6145
200199,Cust_00199,user199@masked.com,+XXX-XXX-1199,F,58,C,6094
200200,Cust_00200,user200@masked.com,+XXX-XXX-1200,F,45,C,6138
200201,Cust_00201,user201@masked.com,+XXX-XXX-1201,M,24,B,6123
200202,Cust_00202,user202@masked.com,+XXX-XXX-1202,F,76,C,6143
200203,Cust_00203,user203@masked.com,+XXX-XXX-1203,F,33,C,6152
200204,Cust_00204,user204@masked.com,+XXX-XXX-1204,F,70,B,6119
200205,Cust_00205,user205@masked.com,+XXX-XXX-1205,M,37,A,6180
200206,Cust_00206,user206@masked.com,+XXX-XXX-1206,F,46,B,6024
200207,Cust_00207,user207@masked.com,+XXX-XXX-1207,F,66,B,6189
200208,Cust_00208,user208@masked.com,+XXX-XXX-1208,F,20,D,6078
200209,Cust_00209,user209@masked.com,+XXX-XXX-1209,M,25,C,6214
200210,Cust_00210,user210@masked.com,+XXX-XXX-1210,F,63,C,6092
200211,Cust_00211,user211@masked.com,+XXX-XXX-1211,F,22,E,6062
200212,Cust_00212,user212@masked.com,+XXX-XXX-1212,M,77,A,6155
200213,Cust_00213,user213@masked.com,+XXX-XXX-1213,F,31,D,6024
200214,Cust_00214,user214@masked.com,+XXX-XXX-1214,M,32,B,6022
200215,Cust_00215,user215@masked.com,+XXX-XXX-1215,O,69,A,6008
200216,Cust_00216,user216@masked.com,+XXX-XXX-1216,F,64,B,6026
200217,Cust_00217,user217@masked.com,+XXX-XXX-1217,F,66,A,6128
200218,Cust_00218,user218@masked.com,+XXX-XXX-1218,F,30,E,6129
200219,Cust_00219,user219@masked.com,+XXX-XXX-1219,M,18,D,6035
200220,Cust_00220,user220@masked.com,+XXX-XXX-1220,M,19,D,6096
200221,Cust_00221,user221@masked.com,+XXX-XXX-1221,M,47,B,6065
200222,Cust_00222,user222@masked.com,+XXX-XXX-1222,F,72,B,6120
200223,Cust_00223,user223@masked.com,+XXX-XXX-1223,M,64,B,6121
200224,Cust_00224,user224@masked.com,+XXX-XXX-1224,F,21,B,6129
200225,Cust_00225,user225@masked.com,+XXX-XXX-1225,M,76,B,6011
200226,Cust_00226,user226@masked.com,+XXX-XXX-1226,M,62,C,6176
200227,Cust_00227,user227@masked.com,+XXX-XXX-1227,M,66,C,6106
200228,Cust_00228,user228@masked.com,+XXX-XXX-1228,F,55,D,6130
200229,Cust_00229,user229@masked.com,+XXX-XXX-1229,F,41,A,6014
200230,Cust_00230,user230@masked.com,+XXX-XXX-1230,F,64,C,6103
200231,Cust_00231,user231@masked.com,+XXX-XXX-1231,M,74,C,6041
200232,Cust_00232,user232@masked.com,+XXX-XXX-1232,F,77,B,6064
200233,Cust_00233,user233@masked.com,+XXX-XXX-1233,M,63,C,6086
200234,Cust_00234,user234@masked.com,+XXX-XXX-1234,F,35,C,6199
200235,Cust_00235,user235@masked.com,+XXX-XXX-1235,F,44,C,6154
200236,Cust_00236,user236@masked.com,+XXX-XXX-1236,M,54,E,6088
200237,Cust_00237,user237@masked.com,+XXX-XXX-1237,F,75,B,6002
200238,Cust_00238,user238@masked.com,+XXX-XXX-1238,F,63,B,6040
200239,Cust_00239,user239@masked.com,+XXX-XXX-1239,M,40,D,6089
200240,Cust_00240,user240@masked.com,+XXX-XXX-1240,F,43,A,6218
200241,Cust_00241,user241@masked.com,+XXX-XXX-1241,M,56,D,6186
200242,Cust_00242,user242@masked.com,+XXX-XXX-1242,F,73,C,6125
200243,Cust_00243,user243@masked.com,+XXX-XXX-1243,F,21,C,6192
200244,Cust_00244,user244@masked.com,+XXX-XXX-1244,M,19,C,6125
200245,Cust_00245,user245@masked.com,+XXX-XXX-1245,F,66,B,6114
200246,Cust_00246,user246@masked.com,+XXX-XXX-1246,M,38,B,6018
200247,Cust_00247,user247@masked.com,+XXX-XXX-1247,F,70,A,6002
200248,Cust_00248,user248@masked.com,+XXX-XXX-1248,F,54,D,6099
200249,Cust_00249,user249@masked.com,+XXX-XXX-1249,M,51,B,6137
200250,Cust_00250,user250@masked.com,+XXX-XXX-1250,F,29,B,6100
200251,Cust_00251,user251@masked.com,+XXX-XXX-1251,M,67,A,6094
200252,Cust_00252,user252@masked.com,+XXX-XXX-1252,F,66,A,6171
200253,Cust_00253,user253@masked.com,+XXX-XXX-1253,M,68,B,6111
200254,Cust_00254,user254@masked.com,+XXX-XXX-1254,M,62,B,6116
200255,Cust_00255,user255@masked.com,+XXX-XXX-1255,F,48,C,6164
200256,Cust_00256,user256@masked.com,+XXX-XXX-1256,F,20,D,6018
200257,Cust_00257,user257@masked.com,+XXX-XXX-1257,F,46,D,6046
200258,Cust_00258,user258@masked.com,+XXX-XXX-1258,F,49,A,6129
200259,Cust_00259,user259@masked.com,+XXX-XXX-1259,M,74,E,6215
200260,Cust_00260,user260@masked.com,+XXX-XXX-1260,O,34,C,6188
200261,Cust_00261,user261@masked.com,+XXX-XXX-1261,M,25,C,6087
200262,Cust_00262,user262@masked.com,+XXX-XXX-1262,M,42,E,6053
200263,Cust_00263,user263@masked.com,+XXX-XXX-1263,F,29,D,6092
200264,Cust_00264,user264@masked.com,+XXX-XXX-1264,M,43,D,6189
200265,Cust_00265,user265@masked.com,+XXX-XXX-1265,M,51,C,6170
200266,Cust_00266,user266@masked.com,+XXX-XXX-1266,F,26,E,6031
200267,Cust_00267,user267@masked.com,+XXX-XXX-1267,M,55,A,6065
200268,Cust_00268,user268@masked.com,+XXX-XXX-1268,F,62,B,6191
200269,Cust_00269,user269@masked.com,+XXX-XXX-1269,F,26,A,6095
200270,Cust_00270,user270@masked.com,+XXX-XXX-1270,M,48,A,6215
200271,Cust_00271,user271@masked.com,+XXX-XXX-1271,M,69,D,6078
200272,Cust_00272,user272@masked.com,+XXX-XXX-1272,M,69,C,6063
200273,Cust_00273,user273@masked.com,+XXX-XXX-1273,F,65,A,6036
200274,Cust_00274,user274@masked.com,+XXX-XXX-1274,M,51,A,6160
200275,Cust_00275,user275@masked.com,+XXX-XXX-1275,M,62,A,6140
200276,Cust_00276,user276@masked.com,+XXX-XXX-1276,M,57,B,6165
200277,Cust_00277,user277@masked.com,+XXX-XXX-1277,F,72,D,6106
200278,Cust_00278,user278@masked.com,+XXX-XXX-1278,M,64,B,6038
200279,Cust_00279,user279@masked.com,+XXX-XXX-1279,F,21,B,6145
200280,Cust_00280,user280@masked.com,+XXX-XXX-1280,M,72,C,6061
200281,Cust_00281,user281@masked.com,+XXX-XXX-1281,F,45,A,6069
200282,Cust_00282,user282@masked.com,+XXX-XXX-1282,F,79,B,6176
200283,Cust_00283,user283@masked.com,+XXX-XXX-1283,M,22,A,6086
200284,Cust_00284,user284@masked.com,+XXX-XXX-1284,F,24,C,6092
200285,Cust_00285,user285@masked.com,+XXX-XXX-1285,M,36,B,6158
200286,Cust_00286,user286@masked.com,+XXX-XXX-1286,F,51,D,6051
200287,Cust_00287,user287@masked.com,+XXX-XXX-1287,F,48,B,6170
200288,Cust_00288,user288@masked.com,+XXX-XXX-1288,M,31,E,6213
200289,Cust_00289,user289@masked.com,+XXX-XXX-1289,M,62,B,6079
200290,Cust_00290,user290@masked.com,+XXX-XXX-1290,M,61,B,6005
200291,Cust_00291,user291@masked.com,+XXX-XXX-1291,M,65,B,6168
200292,Cust_00292,user292@masked.com,+XXX-XXX-1292,M,25,A,6001
200293,Cust_00293,user293@masked.com,+XXX-XXX-1293,M,39,A,6190
200294,Cust_00294,user294@masked.com,+XXX-XXX-1294,F,72,D,6198
200295,Cust_00295,user295@masked.com,+XXX-XXX-1295,M,76,C,6192
200296,Cust_00296,user296@masked.com,+XXX-XXX-1296,F,46,A,6116
200297,Cust_00297,user297@masked.com,+XXX-XXX-1297,M,18,C,6048
200298,Cust_00298,user298@masked.com,+XXX-XXX-1298,M,26,C,6051
200299,Cust_00299,user299@masked.com,+XXX-XXX-1299,F,62,C,6185
200300,Cust_00300,user300@masked.com,+XXX-XXX-1300,F,76,B,6169
200301,Cust_00301,user301@masked.com,+XXX-XXX-1301,M,74,B,6075
200302,Cust_00302,user302@masked.com,+XXX-XXX-1302,M,20,B,6140
200303,Cust_00303,user303@masked.com,+XXX-XXX-1303,O,22,A,6087
200304,Cust_00304,user304@masked.com,+XXX-XXX-1304,M,54,D,6139
200305,Cust_00305,user305@masked.com,+XXX-XXX-1305,M,23,C,6070
200306,Cust_00306,user306@masked.com,+XXX-XXX-1306,F,73,D,6015
200307,Cust_00307,user307@masked.com,+XXX-XXX-1307,F,66,D,6190
200308,Cust_00308,user308@masked.com,+XXX-XXX-1308,F,25,A,6151
200309,Cust_00309,user309@masked.com,+XXX-XXX-1309,F,58,D,6048
200310,Cust_00310,user310@masked.com,+XXX-XXX-1310,M,41,D,6118
200311,Cust_00311,user311@masked.com,+XXX-XXX-1311,F,24,A,6068
200312,Cust_00312,user312@masked.com,+XXX-XXX-1312,F,51,B,6022
200313,Cust_00313,user313@masked.com,+XXX-XXX-1313,F,45,A,6030
200314,Cust_00314,user314@masked.com,+XXX-XXX-1314,F,32,D,6195
200315,Cust_00315,user315@masked.com,+XXX-XXX-1315,M,45,D,6216
200316,Cust_00316,user316@masked.com,+XXX-XXX-1316,M,56,B,6076
200317,Cust_00317,user317@masked.com,+XXX-XXX-1317,M,18,B,6083
200318,Cust_00318,user318@masked.com,+XXX-XXX-1318,F,71,A,6109
200319,Cust_00319,user319@masked.com,+XXX-XXX-1319,F,26,D,6175
200320,Cust_00320,user320@masked.com,+XXX-XXX-1320,M,63,C,6146
200321,Cust_00321,user321@masked.com,+XXX-XXX-1321,F,45,A,6184
200322,Cust_00322,user322@masked.com,+XXX-XXX-1322,M,34,B,6076
200323,Cust_00323,user323@masked.com,+XXX-XXX-1323,F,70,A,6179
200324,Cust_00324,user324@masked.com,+XXX-XXX-1324,M,36,B,6167
200325,Cust_00325,user325@masked.com,+XXX-XXX-1325,M,24,C,6040
200326,Cust_00326,user326@masked.com,+XXX-XXX-1326,M,69,A,6038
200327,Cust_00327,user327@masked.com,+XXX-XXX-1327,M,33,C,6154
200328,Cust_00328,user328@masked.com,+XXX-XXX-1328,F,40,B,6016
200329,Cust_00329,user329@masked.com,+XXX-XXX-1329,M,57,C,6076
200330,Cust_00330,user330@masked.com,+XXX-XXX-1330,F,25,D,6158
200331,Cust_00331,user331@masked.com,+XXX-XXX-1331,F,60,C,6190
200332,Cust_00332,user332@masked.com,+XXX-XXX-1332,M,66,C,6119
200333,Cust_00333,user333@masked.com,+XXX-XXX-1333,F,20,C,6206
200334,Cust_00334,user334@masked.com,+XXX-XXX-1334,M,60,C,6207
200335,Cust_00335,user335@masked.com,+XXX-XXX-1335,F,71,A,6194
200336,Cust_00336,user336@masked.com,+XXX-XXX-1336,M,48,E,6014
200337,Cust_00337,user337@masked.com,+XXX-XXX-1337,F,39,A,6003
200338,Cust_00338,user338@masked.com,+XXX-XXX-1338,M,27,E,6075
200339,Cust_00339,user339@masked.com,+XXX-XXX-1339,M,49,E,6056
200340,Cust_00340,user340@masked.com,+XXX-XXX-1340,F,30,C,6125
200341,Cust_00341,user341@masked.com,+XXX-XXX-1341,M,21,A,6176
200342,Cust_00342,user342@masked.com,+XXX-XXX-1342,F,37,D,6079
200343,Cust_00343,user343@masked.com,+XXX-XXX-1343,F,78,D,6196
200344,Cust_00344,user344@masked.com,+XXX-XXX-1344,M,20,C,6079
200345,Cust_00345,user345@masked.com,+XXX-XXX-1345,F,70,A,6030
200346,Cust_00346,user346@masked.com,+XXX-XXX-1346,F,30,E,6157
200347,Cust_00347,user347@masked.com,+XXX-XXX-1347,M,26,C,6148
200348,Cust_00348,user348@masked.com,+XXX-XXX-1348,F,41,B,6105
200349,Cust_00349,user349@masked.com,+XXX-XXX-1349,M,38,B,6147
200350,Cust_00350,user350@masked.com,+XXX-XXX-1350,F,59,D,6131
200351,Cust_00351,user351@masked.com,+XXX-XXX-1351,M,54,D,6174
200352,Cust_00352,user352@masked.com,+XXX-XXX-1352,F,42,A,6095
200353,Cust_00353,user353@masked.com,+XXX-XXX-1353,F,34,D,6147
200354,Cust_00354,user354@masked.com,+XXX-XXX-1354,F,60,C,6150
200355,Cust_00355,user355@masked.com,+XXX-XXX-1355,M,41,C,6015
200356,Cust_00356,user356@masked.com,+XXX-XXX-1356,F,65,D,6189
